"행정구역(시군구)별","성별","연령별",2024
"인천광역시","여자","56세",26420
"인천광역시","여자","57세",24466
"인천광역시","여자","58세",24450.5
"인천광역시","여자","59세",25306.5
"인천광역시","여자","60세",24264
"인천광역시","여자","61세",24660
"인천광역시","여자","62세",26018.5
"인천광역시","여자","63세",26297
"인천광역시","여자","64세",25082
"인천광역시","여자","65세",22887.5
"인천광역시","여자","66세",21556
"인천광역시","여자","67세",19793
"인천광역시","여자","68세",18848
"인천광역시","여자","69세",17500.5
"인천광역시","여자","70세",14643.5
"인천광역시","여자","71세",13999.5
"인천광역시","여자","72세",12034.5
"인천광역시","여자","73세",10092.5
"인천광역시","여자","74세",10854.5
"인천광역시","여자","75세",10846
"인천광역시","여자","76세",10918.5
"인천광역시","여자","77세",10095
"인천광역시","여자","78세",8259
"인천광역시","여자","79세",7659.5
"인천광역시","여자","80세 이상",73644
"인천광역시","여자","80세",7742
"인천광역시","여자","81세",8537
"인천광역시","여자","82세",8352.5
"인천광역시","여자","83세",6837
"인천광역시","여자","84세",6247.5
"인천광역시","여자","85세 이상",35928
"인천광역시","여자","85세",5954.5
"인천광역시","여자","86세",5242
"인천광역시","여자","87세",4599
"인천광역시","여자","88세",4135.5
"인천광역시","여자","89세",3499.5
"인천광역시","여자","90세",2850
"인천광역시","여자","91세",2341
"인천광역시","여자","92세",1870
"인천광역시","여자","93세",1455
"인천광역시","여자","94세",1153.5
"인천광역시","여자","95세",891.5
"인천광역시","여자","96세",651
"인천광역시","여자","97세",427.5
"인천광역시","여자","98세",289
"인천광역시","여자","99세",193
"인천광역시","여자","100세 이상",376
"광주광역시","계","계",1409318
"광주광역시","계","0세",6042.5
"광주광역시","계","1세",6940.5
"광주광역시","계","2세",7704.5
"광주광역시","계","3세",8074.5
"광주광역시","계","4세",8734
"광주광역시","계","5세",9649.5
"광주광역시","계","6세",10686
"광주광역시","계","7세",11890
"광주광역시","계","8세",13053
"광주광역시","계","9세",13512.5
"광주광역시","계","10세",13661.5
"광주광역시","계","11세",14502.5
"광주광역시","계","12세",14959.5
"광주광역시","계","13세",14833
"광주광역시","계","14세",14637.5
"광주광역시","계","15세",14522.5
"광주광역시","계","16세",15308
"광주광역시","계","17세",15203
"광주광역시","계","18세",14282.5
"광주광역시","계","19세",14477
"광주광역시","계","20세",15638.5
"광주광역시","계","21세",16207.5
"광주광역시","계","22세",17275.5
"광주광역시","계","23세",19101.5
"광주광역시","계","24세",19567
"광주광역시","계","25세",19065.5
"광주광역시","계","26세",19522.5
"광주광역시","계","27세",19716
"광주광역시","계","28세",19963.5
"광주광역시","계","29세",19993.5
"광주광역시","계","30세",19430
"광주광역시","계","31세",19307.5
"광주광역시","계","32세",18825
"광주광역시","계","33세",17303.5
"광주광역시","계","34세",16064
"광주광역시","계","35세",15860
"광주광역시","계","36세",15852.5
"광주광역시","계","37세",16095.5
"광주광역시","계","38세",16804.5
"광주광역시","계","39세",17650.5
"광주광역시","계","40세",19446
"광주광역시","계","41세",21941
"광주광역시","계","42세",23099
"광주광역시","계","43세",23048.5
"광주광역시","계","44세",23287.5
"광주광역시","계","45세",22035.5
"광주광역시","계","46세",21434.5
"광주광역시","계","47세",22338.5
"광주광역시","계","48세",22212
"광주광역시","계","49세",23479.5
"광주광역시","계","50세",24991
"광주광역시","계","51세",25173
"광주광역시","계","52세",25640
"광주광역시","계","53세",25754
"광주광역시","계","54세",24732.5
"광주광역시","계","55세",24646
"광주광역시","계","56세",24071
"광주광역시","계","57세",22446.5
"광주광역시","계","58세",22012.5
"광주광역시","계","59세",21215
"광주광역시","계","60세",20551.5
"광주광역시","계","61세",20486.5
"광주광역시","계","62세",20586
"광주광역시","계","63세",21590
"광주광역시","계","64세",21246.5
"광주광역시","계","65세",18979
"광주광역시","계","66세",17683.5
"광주광역시","계","67세",16159.5
"광주광역시","계","68세",15300
"광주광역시","계","69세",14400
"광주광역시","계","70세",12134.5
"광주광역시","계","71세",11907
"광주광역시","계","72세",11278
"광주광역시","계","73세",10329.5
"광주광역시","계","74세",10727
"광주광역시","계","75세",10428
"광주광역시","계","76세",10220.5
"광주광역시","계","77세",9326.5
"광주광역시","계","78세",7709
"광주광역시","계","79세",7085.5
"광주광역시","계","80세 이상",56268.5
"광주광역시","계","80세",6598
"광주광역시","계","81세",7347
"광주광역시","계","82세",7404
"광주광역시","계","83세",5822
"광주광역시","계","84세",5017.5
"광주광역시","계","85세 이상",24080
"광주광역시","계","85세",4499
"광주광역시","계","86세",3895.5
"광주광역시","계","87세",3241
"광주광역시","계","88세",2719.5
"광주광역시","계","89세",2374.5
"광주광역시","계","90세",1864.5
"광주광역시","계","91세",1410
"광주광역시","계","92세",1077
"광주광역시","계","93세",857
"광주광역시","계","94세",692.5
"광주광역시","계","95세",496
"광주광역시","계","96세",322
"광주광역시","계","97세",219
"광주광역시","계","98세",144
"광주광역시","계","99세",82
"광주광역시","계","100세 이상",186.5
"광주광역시","남자","계",695116.5
"광주광역시","남자","0세",3053.5
"광주광역시","남자","1세",3550
"광주광역시","남자","2세",3963.5
"광주광역시","남자","3세",4090.5
"광주광역시","남자","4세",4400
"광주광역시","남자","5세",4917
"광주광역시","남자","6세",5535
"광주광역시","남자","7세",6063.5
"광주광역시","남자","8세",6672
"광주광역시","남자","9세",6955
"광주광역시","남자","10세",7000.5
"광주광역시","남자","11세",7494
"광주광역시","남자","12세",7735.5
"광주광역시","남자","13세",7635.5
"광주광역시","남자","14세",7527
"광주광역시","남자","15세",7463.5
"광주광역시","남자","16세",7909
"광주광역시","남자","17세",7894.5
"광주광역시","남자","18세",7389
"광주광역시","남자","19세",7483.5
"광주광역시","남자","20세",8154.5
"광주광역시","남자","21세",8399.5
"광주광역시","남자","22세",8934
"광주광역시","남자","23세",10044.5
"광주광역시","남자","24세",10314.5
"광주광역시","남자","25세",10000.5
"광주광역시","남자","26세",10177
"광주광역시","남자","27세",10276
"광주광역시","남자","28세",10339.5
"광주광역시","남자","29세",10430
"광주광역시","남자","30세",10241
"광주광역시","남자","31세",10143.5
"광주광역시","남자","32세",9854.5
"광주광역시","남자","33세",9082
"광주광역시","남자","34세",8374.5
"광주광역시","남자","35세",8171
"광주광역시","남자","36세",8096.5
"광주광역시","남자","37세",8139.5
"광주광역시","남자","38세",8495
"광주광역시","남자","39세",8920
"광주광역시","남자","40세",9850
"광주광역시","남자","41세",11092
"광주광역시","남자","42세",11579.5
"광주광역시","남자","43세",11445
"광주광역시","남자","44세",11451
"광주광역시","남자","45세",10861.5
"광주광역시","남자","46세",10583
"광주광역시","남자","47세",11051.5
"광주광역시","남자","48세",11087
"광주광역시","남자","49세",11677.5
"광주광역시","남자","50세",12360
"광주광역시","남자","51세",12468
"광주광역시","남자","52세",12705
"광주광역시","남자","53세",12750
"광주광역시","남자","54세",12250.5
"광주광역시","남자","55세",12129.5
"광주광역시","남자","56세",11788
"광주광역시","남자","57세",11139.5
"광주광역시","남자","58세",10880
"광주광역시","남자","59세",10374.5
"광주광역시","남자","60세",10134.5
"광주광역시","남자","61세",10067.5
"광주광역시","남자","62세",9990.5
"광주광역시","남자","63세",10309
"광주광역시","남자","64세",10035.5
"광주광역시","남자","65세",8922.5
"광주광역시","남자","66세",8354.5
"광주광역시","남자","67세",7682
"광주광역시","남자","68세",7222
"광주광역시","남자","69세",6690
"광주광역시","남자","70세",5555
"광주광역시","남자","71세",5371
"광주광역시","남자","72세",5080.5
"광주광역시","남자","73세",4653
"광주광역시","남자","74세",4754.5
"광주광역시","남자","75세",4577.5
"광주광역시","남자","76세",4417
"광주광역시","남자","77세",4042
"광주광역시","남자","78세",3370.5
"광주광역시","남자","79세",3007
"광주광역시","남자","80세 이상",20038
"광주광역시","남자","80세",2736.5
"광주광역시","남자","81세",3034.5
"광주광역시","남자","82세",2967.5
"광주광역시","남자","83세",2198
"광주광역시","남자","84세",1857.5
"광주광역시","남자","85세 이상",7244
"광주광역시","남자","85세",1642.5
"광주광역시","남자","86세",1338
"광주광역시","남자","87세",1060
"광주광역시","남자","88세",840.5
"광주광역시","남자","89세",702.5
"광주광역시","남자","90세",502
"광주광역시","남자","91세",341
"광주광역시","남자","92세",253
"광주광역시","남자","93세",175
"광주광역시","남자","94세",145
"광주광역시","남자","95세",100
"광주광역시","남자","96세",59
"광주광역시","남자","97세",35.5
"광주광역시","남자","98세",19
"광주광역시","남자","99세",12
"광주광역시","남자","100세 이상",19
"광주광역시","여자","계",714201.5
"광주광역시","여자","0세",2989
"광주광역시","여자","1세",3390.5
"광주광역시","여자","2세",3741
"광주광역시","여자","3세",3984
"광주광역시","여자","4세",4334
"광주광역시","여자","5세",4732.5
"광주광역시","여자","6세",5151
"광주광역시","여자","7세",5826.5
"광주광역시","여자","8세",6381
"광주광역시","여자","9세",6557.5
"광주광역시","여자","10세",6661
"광주광역시","여자","11세",7008.5
"광주광역시","여자","12세",7224
"광주광역시","여자","13세",7197.5
"광주광역시","여자","14세",7110.5
"광주광역시","여자","15세",7059
"광주광역시","여자","16세",7399
"광주광역시","여자","17세",7308.5
"광주광역시","여자","18세",6893.5
"광주광역시","여자","19세",6993.5
"광주광역시","여자","20세",7484
"광주광역시","여자","21세",7808
"광주광역시","여자","22세",8341.5
"광주광역시","여자","23세",9057
"광주광역시","여자","24세",9252.5
"광주광역시","여자","25세",9065
"광주광역시","여자","26세",9345.5
"광주광역시","여자","27세",9440
"광주광역시","여자","28세",9624
"광주광역시","여자","29세",9563.5
"광주광역시","여자","30세",9189
"광주광역시","여자","31세",9164
"광주광역시","여자","32세",8970.5
"광주광역시","여자","33세",8221.5
"광주광역시","여자","34세",7689.5
"광주광역시","여자","35세",7689
"광주광역시","여자","36세",7756
"광주광역시","여자","37세",7956
"광주광역시","여자","38세",8309.5
"광주광역시","여자","39세",8730.5
"광주광역시","여자","40세",9596
"광주광역시","여자","41세",10849
"광주광역시","여자","42세",11519.5
"광주광역시","여자","43세",11603.5
"광주광역시","여자","44세",11836.5
"광주광역시","여자","45세",11174
"광주광역시","여자","46세",10851.5
"광주광역시","여자","47세",11287
"광주광역시","여자","48세",11125
"광주광역시","여자","49세",11802
"광주광역시","여자","50세",12631
"광주광역시","여자","51세",12705
"광주광역시","여자","52세",12935
"광주광역시","여자","53세",13004
"광주광역시","여자","54세",12482
"광주광역시","여자","55세",12516.5
"광주광역시","여자","56세",12283
"광주광역시","여자","57세",11307
"광주광역시","여자","58세",11132.5
"광주광역시","여자","59세",10840.5
"광주광역시","여자","60세",10417
"광주광역시","여자","61세",10419
"광주광역시","여자","62세",10595.5
"광주광역시","여자","63세",11281
"광주광역시","여자","64세",11211
"광주광역시","여자","65세",10056.5
"광주광역시","여자","66세",9329
"광주광역시","여자","67세",8477.5
"광주광역시","여자","68세",8078
"광주광역시","여자","69세",7710
"광주광역시","여자","70세",6579.5
"광주광역시","여자","71세",6536
"광주광역시","여자","72세",6197.5
"광주광역시","여자","73세",5676.5
"광주광역시","여자","74세",5972.5
"광주광역시","여자","75세",5850.5
"광주광역시","여자","76세",5803.5
"광주광역시","여자","77세",5284.5
"광주광역시","여자","78세",4338.5
"광주광역시","여자","79세",4078.5
"광주광역시","여자","80세 이상",36230.5
"광주광역시","여자","80세",3861.5
"광주광역시","여자","81세",4312.5
"광주광역시","여자","82세",4436.5
"광주광역시","여자","83세",3624
"광주광역시","여자","84세",3160
"광주광역시","여자","85세 이상",16836
"광주광역시","여자","85세",2856.5
"광주광역시","여자","86세",2557.5
"광주광역시","여자","87세",2181
"광주광역시","여자","88세",1879
"광주광역시","여자","89세",1672
"광주광역시","여자","90세",1362.5
"광주광역시","여자","91세",1069
"광주광역시","여자","92세",824
"광주광역시","여자","93세",682
"광주광역시","여자","94세",547.5
"광주광역시","여자","95세",396
"광주광역시","여자","96세",263
"광주광역시","여자","97세",183.5
"광주광역시","여자","98세",125
"광주광역시","여자","99세",70
"광주광역시","여자","100세 이상",167.5
"대전광역시","계","계",1435455
"대전광역시","계","0세",7193
"대전광역시","계","1세",7627.5
"대전광역시","계","2세",7930.5
"대전광역시","계","3세",7903
"대전광역시","계","4세",8329
"대전광역시","계","5세",9054
"대전광역시","계","6세",9997
"대전광역시","계","7세",11164
"대전광역시","계","8세",12235.5
"대전광역시","계","9세",12649.5
"대전광역시","계","10세",12712.5
"대전광역시","계","11세",13343
"대전광역시","계","12세",13860
"대전광역시","계","13세",13738.5
"대전광역시","계","14세",13350
"대전광역시","계","15세",13459
"대전광역시","계","16세",14270
"대전광역시","계","17세",14171.5
"대전광역시","계","18세",13374
"대전광역시","계","19세",14295
"대전광역시","계","20세",15436.5
"대전광역시","계","21세",15920.5
"대전광역시","계","22세",17578
"대전광역시","계","23세",19841
"대전광역시","계","24세",20569.5
"대전광역시","계","25세",20469.5
"대전광역시","계","26세",21017
"대전광역시","계","27세",21527.5
"대전광역시","계","28세",21819
"대전광역시","계","29세",21760
"대전광역시","계","30세",21318
"대전광역시","계","31세",21054.5
"대전광역시","계","32세",20765.5
"대전광역시","계","33세",19527.5
"대전광역시","계","34세",18260.5
"대전광역시","계","35세",17706.5
"대전광역시","계","36세",17397.5
"대전광역시","계","37세",17268
"대전광역시","계","38세",17584.5
"대전광역시","계","39세",17805.5
"대전광역시","계","40세",18861.5
"대전광역시","계","41세",21003
"대전광역시","계","42세",22360
"대전광역시","계","43세",22594
"대전광역시","계","44세",22343
"대전광역시","계","45세",21226
"대전광역시","계","46세",20883.5
"대전광역시","계","47세",21541
"대전광역시","계","48세",21661.5
"대전광역시","계","49세",22884.5
"대전광역시","계","50세",24658.5
"대전광역시","계","51세",25048.5
"대전광역시","계","52세",25436
"대전광역시","계","53세",25645
"대전광역시","계","54세",25504
"대전광역시","계","55세",25929
"대전광역시","계","56세",24512
"대전광역시","계","57세",22079.5
"대전광역시","계","58세",21517
"대전광역시","계","59세",21731.5
"대전광역시","계","60세",20514.5
"대전광역시","계","61세",21156.5
"대전광역시","계","62세",23398
"대전광역시","계","63세",23777
"대전광역시","계","64세",22473.5
"대전광역시","계","65세",20190.5
"대전광역시","계","66세",19118.5
"대전광역시","계","67세",18471.5
"대전광역시","계","68세",17722
"대전광역시","계","69세",16570
"대전광역시","계","70세",13974.5
"대전광역시","계","71세",12968
"대전광역시","계","72세",11675.5
"대전광역시","계","73세",10402
"대전광역시","계","74세",10613
"대전광역시","계","75세",10292
"대전광역시","계","76세",9863
"대전광역시","계","77세",8521.5
"대전광역시","계","78세",7135
"대전광역시","계","79세",6897
"대전광역시","계","80세 이상",57019.5
"대전광역시","계","80세",6881
"대전광역시","계","81세",7378.5
"대전광역시","계","82세",7118
"대전광역시","계","83세",5485
"대전광역시","계","84세",4972.5
"대전광역시","계","85세 이상",25184.5
"대전광역시","계","85세",4739
"대전광역시","계","86세",3979
"대전광역시","계","87세",3423.5
"대전광역시","계","88세",2927.5
"대전광역시","계","89세",2451
"대전광역시","계","90세",1908.5
"대전광역시","계","91세",1525
"대전광역시","계","92세",1159
"대전광역시","계","93세",867.5
"대전광역시","계","94세",669.5
"대전광역시","계","95세",510.5
"대전광역시","계","96세",353
"대전광역시","계","97세",229
"대전광역시","계","98세",141
"대전광역시","계","99세",93.5
"대전광역시","계","100세 이상",208
"대전광역시","남자","계",715008.5
"대전광역시","남자","0세",3709.5
"대전광역시","남자","1세",3942.5
"대전광역시","남자","2세",4126
"대전광역시","남자","3세",4115
"대전광역시","남자","4세",4239
"대전광역시","남자","5세",4597.5
"대전광역시","남자","6세",5126.5
"대전광역시","남자","7세",5742.5
"대전광역시","남자","8세",6294.5
"대전광역시","남자","9세",6538
"대전광역시","남자","10세",6528.5
"대전광역시","남자","11세",6838.5
"대전광역시","남자","12세",7158.5
"대전광역시","남자","13세",7086
"대전광역시","남자","14세",6898
"대전광역시","남자","15세",6971.5
"대전광역시","남자","16세",7367
"대전광역시","남자","17세",7320
"대전광역시","남자","18세",6942.5
"대전광역시","남자","19세",7347.5
"대전광역시","남자","20세",7715
"대전광역시","남자","21세",7921
"대전광역시","남자","22세",9055.5
"대전광역시","남자","23세",10361.5
"대전광역시","남자","24세",10803.5
"대전광역시","남자","25세",10752.5
"대전광역시","남자","26세",11049
"대전광역시","남자","27세",11341
"대전광역시","남자","28세",11625
"대전광역시","남자","29세",11693.5
"대전광역시","남자","30세",11438.5
"대전광역시","남자","31세",11267.5
"대전광역시","남자","32세",10995.5
"대전광역시","남자","33세",10387
"대전광역시","남자","34세",9791.5
"대전광역시","남자","35세",9505.5
"대전광역시","남자","36세",9197
"대전광역시","남자","37세",9005.5
"대전광역시","남자","38세",9170
"대전광역시","남자","39세",9121.5
"대전광역시","남자","40세",9582
"대전광역시","남자","41세",10579.5
"대전광역시","남자","42세",11220
"대전광역시","남자","43세",11312.5
"대전광역시","남자","44세",11100
"대전광역시","남자","45세",10602
"대전광역시","남자","46세",10362.5
"대전광역시","남자","47세",10607
"대전광역시","남자","48세",10691
"대전광역시","남자","49세",11369
"대전광역시","남자","50세",12178.5
"대전광역시","남자","51세",12432
"대전광역시","남자","52세",12802
"대전광역시","남자","53세",12935.5
"대전광역시","남자","54세",12737.5
"대전광역시","남자","55세",12783
"대전광역시","남자","56세",12005.5
"대전광역시","남자","57세",11085.5
"대전광역시","남자","58세",10805.5
"대전광역시","남자","59세",10709
"대전광역시","남자","60세",10149
"대전광역시","남자","61세",10466
"대전광역시","남자","62세",11485
"대전광역시","남자","63세",11461.5
"대전광역시","남자","64세",10746
"대전광역시","남자","65세",9713.5
"대전광역시","남자","66세",9291
"대전광역시","남자","67세",8952.5
"대전광역시","남자","68세",8440
"대전광역시","남자","69세",7775
"대전광역시","남자","70세",6597
"대전광역시","남자","71세",6143.5
"대전광역시","남자","72세",5468.5
"대전광역시","남자","73세",4857.5
"대전광역시","남자","74세",4928
"대전광역시","남자","75세",4692.5
"대전광역시","남자","76세",4452
"대전광역시","남자","77세",3835
"대전광역시","남자","78세",3177.5
"대전광역시","남자","79세",2974
"대전광역시","남자","80세 이상",20418
"대전광역시","남자","80세",2861.5
"대전광역시","남자","81세",3016
"대전광역시","남자","82세",2863.5
"대전광역시","남자","83세",2107.5
"대전광역시","남자","84세",1849.5
"대전광역시","남자","85세 이상",7720
"대전광역시","남자","85세",1727
"대전광역시","남자","86세",1372
"대전광역시","남자","87세",1113.5
"대전광역시","남자","88세",900
"대전광역시","남자","89세",729.5
"대전광역시","남자","90세",560.5
"대전광역시","남자","91세",412
"대전광역시","남자","92세",287
"대전광역시","남자","93세",200
"대전광역시","남자","94세",138
"대전광역시","남자","95세",97.5
"대전광역시","남자","96세",67.5
"대전광역시","남자","97세",42.5
"대전광역시","남자","98세",25
"대전광역시","남자","99세",14
"대전광역시","남자","100세 이상",34
"대전광역시","여자","계",720446.5
"대전광역시","여자","0세",3483.5
"대전광역시","여자","1세",3685
"대전광역시","여자","2세",3804.5
"대전광역시","여자","3세",3788
"대전광역시","여자","4세",4090
"대전광역시","여자","5세",4456.5
"대전광역시","여자","6세",4870.5
"대전광역시","여자","7세",5421.5
"대전광역시","여자","8세",5941
"대전광역시","여자","9세",6111.5
"대전광역시","여자","10세",6184
"대전광역시","여자","11세",6504.5
"대전광역시","여자","12세",6701.5
"대전광역시","여자","13세",6652.5
"대전광역시","여자","14세",6452
"대전광역시","여자","15세",6487.5
"대전광역시","여자","16세",6903
"대전광역시","여자","17세",6851.5
"대전광역시","여자","18세",6431.5
"대전광역시","여자","19세",6947.5
"대전광역시","여자","20세",7721.5
"대전광역시","여자","21세",7999.5
"대전광역시","여자","22세",8522.5
"대전광역시","여자","23세",9479.5
"대전광역시","여자","24세",9766
"대전광역시","여자","25세",9717
"대전광역시","여자","26세",9968
"대전광역시","여자","27세",10186.5
"대전광역시","여자","28세",10194
"대전광역시","여자","29세",10066.5
"대전광역시","여자","30세",9879.5
"대전광역시","여자","31세",9787
"대전광역시","여자","32세",9770
"대전광역시","여자","33세",9140.5
"대전광역시","여자","34세",8469
"대전광역시","여자","35세",8201
"대전광역시","여자","36세",8200.5
"대전광역시","여자","37세",8262.5
"대전광역시","여자","38세",8414.5
"대전광역시","여자","39세",8684
"대전광역시","여자","40세",9279.5
"대전광역시","여자","41세",10423.5
"대전광역시","여자","42세",11140
"대전광역시","여자","43세",11281.5
"대전광역시","여자","44세",11243
"대전광역시","여자","45세",10624
"대전광역시","여자","46세",10521
"대전광역시","여자","47세",10934
"대전광역시","여자","48세",10970.5
"대전광역시","여자","49세",11515.5
"대전광역시","여자","50세",12480
"대전광역시","여자","51세",12616.5
"대전광역시","여자","52세",12634
"대전광역시","여자","53세",12709.5
"대전광역시","여자","54세",12766.5
"대전광역시","여자","55세",13146
"대전광역시","여자","56세",12506.5
"대전광역시","여자","57세",10994
"대전광역시","여자","58세",10711.5
"대전광역시","여자","59세",11022.5
"대전광역시","여자","60세",10365.5
"대전광역시","여자","61세",10690.5
"대전광역시","여자","62세",11913
"대전광역시","여자","63세",12315.5
"대전광역시","여자","64세",11727.5
"대전광역시","여자","65세",10477
"대전광역시","여자","66세",9827.5
"대전광역시","여자","67세",9519
"대전광역시","여자","68세",9282
"대전광역시","여자","69세",8795
"대전광역시","여자","70세",7377.5
"대전광역시","여자","71세",6824.5
"대전광역시","여자","72세",6207
"대전광역시","여자","73세",5544.5
"대전광역시","여자","74세",5685
"대전광역시","여자","75세",5599.5
"대전광역시","여자","76세",5411
"대전광역시","여자","77세",4686.5
"대전광역시","여자","78세",3957.5
"대전광역시","여자","79세",3923
"대전광역시","여자","80세 이상",36601.5
"대전광역시","여자","80세",4019.5
"대전광역시","여자","81세",4362.5
"대전광역시","여자","82세",4254.5
"대전광역시","여자","83세",3377.5
"대전광역시","여자","84세",3123
"대전광역시","여자","85세 이상",17464.5
"대전광역시","여자","85세",3012
"대전광역시","여자","86세",2607
"대전광역시","여자","87세",2310
"대전광역시","여자","88세",2027.5
"대전광역시","여자","89세",1721.5
"대전광역시","여자","90세",1348
"대전광역시","여자","91세",1113
"대전광역시","여자","92세",872
"대전광역시","여자","93세",667.5
"대전광역시","여자","94세",531.5
"대전광역시","여자","95세",413
"대전광역시","여자","96세",285.5
"대전광역시","여자","97세",186.5
"대전광역시","여자","98세",116
"대전광역시","여자","99세",79.5
"대전광역시","여자","100세 이상",174
"울산광역시","계","계",1097533
"울산광역시","계","0세",5069.5
"울산광역시","계","1세",5197.5
"울산광역시","계","2세",5744
"울산광역시","계","3세",6253
"울산광역시","계","4세",6838.5
"울산광역시","계","5세",7571
"울산광역시","계","6세",8346.5
"울산광역시","계","7세",9497.5
"울산광역시","계","8세",10580.5
"울산광역시","계","9세",10959.5
"울산광역시","계","10세",10892
"울산광역시","계","11세",11362.5
"울산광역시","계","12세",11617.5
"울산광역시","계","13세",11283.5
"울산광역시","계","14세",10988
"울산광역시","계","15세",10911
"울산광역시","계","16세",11388.5
"울산광역시","계","17세",11025.5
"울산광역시","계","18세",10156
"울산광역시","계","19세",9730.5
"울산광역시","계","20세",9874
"울산광역시","계","21세",9771
"울산광역시","계","22세",10121
"울산광역시","계","23세",11494
"울산광역시","계","24세",11901
"울산광역시","계","25세",12133
"울산광역시","계","26세",12803
"울산광역시","계","27세",13428
"울산광역시","계","28세",13967.5
"울산광역시","계","29세",14139
"울산광역시","계","30세",14072
"울산광역시","계","31세",14160.5
"울산광역시","계","32세",14309.5
"울산광역시","계","33세",13689
"울산광역시","계","34세",13229.5
"울산광역시","계","35세",13117
"울산광역시","계","36세",12909.5
"울산광역시","계","37세",13109.5
"울산광역시","계","38세",13506.5
"울산광역시","계","39세",14062
"울산광역시","계","40세",15374.5
"울산광역시","계","41세",17341
"울산광역시","계","42세",18642
"울산광역시","계","43세",19026.5
"울산광역시","계","44세",18877
"울산광역시","계","45세",17455
"울산광역시","계","46세",16755
"울산광역시","계","47세",16836.5
"울산광역시","계","48세",16704.5
"울산광역시","계","49세",17749.5
"울산광역시","계","50세",18870
"울산광역시","계","51세",19344.5
"울산광역시","계","52세",20125.5
"울산광역시","계","53세",20649.5
"울산광역시","계","54세",20831
"울산광역시","계","55세",21392.5
"울산광역시","계","56세",21191
"울산광역시","계","57세",20271
"울산광역시","계","58세",20231
"울산광역시","계","59세",19997
"울산광역시","계","60세",18640
"울산광역시","계","61세",18909.5
"울산광역시","계","62세",20187
"울산광역시","계","63세",20157.5
"울산광역시","계","64세",18885
"울산광역시","계","65세",17168
"울산광역시","계","66세",15977.5
"울산광역시","계","67세",14862.5
"울산광역시","계","68세",14097.5
"울산광역시","계","69세",12825.5
"울산광역시","계","70세",10965
"울산광역시","계","71세",10359
"울산광역시","계","72세",9142.5
"울산광역시","계","73세",7868
"울산광역시","계","74세",7551
"울산광역시","계","75세",7276.5
"울산광역시","계","76세",6914
"울산광역시","계","77세",5695
"울산광역시","계","78세",4390
"울산광역시","계","79세",4193.5
"울산광역시","계","80세 이상",32595
"울산광역시","계","80세",4394
"울산광역시","계","81세",4616
"울산광역시","계","82세",4120
"울산광역시","계","83세",3241.5
"울산광역시","계","84세",2936.5
"울산광역시","계","85세 이상",13287
"울산광역시","계","85세",2574.5
"울산광역시","계","86세",2143.5
"울산광역시","계","87세",1789
"울산광역시","계","88세",1533.5
"울산광역시","계","89세",1285.5
"울산광역시","계","90세",1038.5
"울산광역시","계","91세",799
"울산광역시","계","92세",609
"울산광역시","계","93세",431
"울산광역시","계","94세",326.5
"울산광역시","계","95세",244.5
"울산광역시","계","96세",176.5
"울산광역시","계","97세",124.5
"울산광역시","계","98세",78
"울산광역시","계","99세",53.5
"울산광역시","계","100세 이상",80
"울산광역시","남자","계",563827
"울산광역시","남자","0세",2576
"울산광역시","남자","1세",2635.5
"울산광역시","남자","2세",2959
"울산광역시","남자","3세",3175
"울산광역시","남자","4세",3433
"울산광역시","남자","5세",3860.5
"울산광역시","남자","6세",4317.5
"울산광역시","남자","7세",4947.5
"울산광역시","남자","8세",5480.5
"울산광역시","남자","9세",5652.5
"울산광역시","남자","10세",5583.5
"울산광역시","남자","11세",5819.5
"울산광역시","남자","12세",5998.5
"울산광역시","남자","13세",5873
"울산광역시","남자","14세",5747
"울산광역시","남자","15세",5693.5
"울산광역시","남자","16세",5888
"울산광역시","남자","17세",5709.5
"울산광역시","남자","18세",5324
"울산광역시","남자","19세",5268
"울산광역시","남자","20세",5576
"울산광역시","남자","21세",5619
"울산광역시","남자","22세",5777.5
"울산광역시","남자","23세",6498
"울산광역시","남자","24세",6708.5
"울산광역시","남자","25세",6963.5
"울산광역시","남자","26세",7340.5
"울산광역시","남자","27세",7764.5
"울산광역시","남자","28세",8050.5
"울산광역시","남자","29세",8008
"울산광역시","남자","30세",7990.5
"울산광역시","남자","31세",7977
"울산광역시","남자","32세",7857.5
"울산광역시","남자","33세",7488
"울산광역시","남자","34세",7247.5
"울산광역시","남자","35세",7145.5
"울산광역시","남자","36세",6973
"울산광역시","남자","37세",7005.5
"울산광역시","남자","38세",7158
"울산광역시","남자","39세",7348.5
"울산광역시","남자","40세",7917
"울산광역시","남자","41세",8883
"울산광역시","남자","42세",9633
"울산광역시","남자","43세",9855
"울산광역시","남자","44세",9731.5
"울산광역시","남자","45세",9118
"울산광역시","남자","46세",8740
"울산광역시","남자","47세",8690.5
"울산광역시","남자","48세",8534.5
"울산광역시","남자","49세",8917
"울산광역시","남자","50세",9373.5
"울산광역시","남자","51세",9571
"울산광역시","남자","52세",10044.5
"울산광역시","남자","53세",10249.5
"울산광역시","남자","54세",10293.5
"울산광역시","남자","55세",10570.5
"울산광역시","남자","56세",10381.5
"울산광역시","남자","57세",10286.5
"울산광역시","남자","58세",10528.5
"울산광역시","남자","59세",10313
"울산광역시","남자","60세",9638
"울산광역시","남자","61세",9830.5
"울산광역시","남자","62세",10329.5
"울산광역시","남자","63세",10111.5
"울산광역시","남자","64세",9459.5
